""	"SYM"	"TradDays"	"nonTradDays"	"AlphaP"	"Sd.P"	"AlphaN"	"Sd.N"
"1559"	"VTY"	129	237	4.88750975028753	0.219036360383607	5.49184639266961	0.628984304416832
"1560"	"VUC"	47	319	1.48908129508668	0.0260681206171522	2.33751459958289	0.357465812960522
"1561"	"WABI"	366	NA	3.90914311420659	0.219284912983393	4.86542295298848	0.280427254902325
"1562"	"WAND"	212	154	2.46601666736011	0.104715476240008	2.46189469381908	0.112122204754098
"1563"	"WARP"	4	362	NA	NA	NA	NA
"1564"	"WASH"	137	229	3.60235348897262	0.147329254514488	2.38222369905535	0.188096820725994
"1565"	"WAVES"	366	NA	3.08629050616483	0.153387128606788	2.29030082845336	0.0959073052687251
"1566"	"WAY"	132	234	1.99367790049124	0.0709769928922313	2.2299829912798	0.0943353891189368
"1567"	"WBB"	133	233	6.90897783577263	0.32980698151814	4.05029282844272	0.454710807711868
"1568"	"WBTC*"	NA	366	17.3355605236124	1.15509856207296	3.38141371692352	0.184833550831447
"1569"	"WC"	290	76	2.30365906302385	0.0953329923252755	4.1437726259932	0.234976598430022
"1570"	"WCT"	332	34	2.96009724274038	0.14145783384175	3.50777885147675	0.190114224103307
"1571"	"WDC"	332	34	3.46172478078125	0.187161469286874	2.35803833247631	0.0977537381836937
"1572"	"WEALTH"	130	236	3.23686080088459	0.158566857996698	3.27608156179743	0.176128479166143
"1573"	"WEX"	NA	366	NA	NA	NA	NA
"1574"	"WGC"	NA	366	NA	NA	NA	NA
"1575"	"WGO"	297	69	4.02385169805812	0.218798229888522	3.81088704148454	0.212483087864634
"1576"	"WGR"	236	130	1.90986284699348	0.0672589970148868	2.96057176935258	0.144929635513847
"1577"	"WHO"	151	215	2.2788109896691	0.073587303362877	2.62784068288269	0.203480085360336
"1578"	"WIC"	126	240	1.88512795093319	0.049713738573077	2.9463754760697	0.278053639438529
"1579"	"WILD"	360	6	3.78047913015907	0.199626767636406	4.22500066450089	0.245903995329043
"1580"	"WINE"	135	231	3.55816239820527	0.414988739720139	7.04042515946617	0.333526684250374
"1581"	"WINGS"	366	NA	3.47125157647109	0.180234545095557	3.94985035776399	0.221100632093989
"1582"	"WINK"	227	139	2.77160069130429	0.128188527094629	3.29071793554388	0.173161999464125
"1583"	"WISC"	185	181	1.64252032656004	0.0464911391683039	1.74098396378406	0.056013122675986
"1584"	"WMC"	103	263	2.34317264218198	0.0924678180652824	2.64323389586453	0.131987722706615
"1585"	"WOLF"	NA	366	17.7296116608719	1.18296218520201	3.39750668227838	0.186082607183481
"1586"	"WOMEN"	319	47	3.83405436592844	0.20399969710734	3.89825115394637	0.22034995486491
"1587"	"WOP"	15	351	NA	NA	NA	NA
"1588"	"WORM"	65	301	1.96454831944755	0.0682038657463448	2.18435875848404	0.0919240673022287
"1589"	"WRC"	186	180	2.42174371148696	0.0868468196247167	2.21621574504629	0.122856342958298
"1590"	"WRC*"	15	351	2.35724027687885	0.101444901223561	2.72600907774973	0.126218284235148
"1591"	"WRT"	10	356	NA	NA	NA	NA
"1592"	"WSX"	362	4	2.26139543299143	0.0976097091461229	4.48349054690394	0.246938097652441
"1593"	"WTC"	366	NA	3.78517576813467	0.205886117115239	4.80004602996369	0.280907485595564
"1594"	"WTT"	94	272	2.26054812071946	0.0697084703598229	2.3647593143308	0.218536389392088
"1595"	"X2"	182	184	5.38938255376876	0.262315780278884	7.21550617765251	0.670235267999373
"1596"	"XAI"	NA	366	3.23089719305337	0.157748253333807	3.38387954323777	0.185024936070457
"1597"	"XAP"	115	251	2.08231243265598	0.0729694893238917	2.162627496962	0.0962197362736787
"1598"	"XAS"	366	NA	3.39509902601793	0.173758746003763	3.96368566381909	0.223396212350984
"1599"	"XAU"	158	208	2.02766144182086	0.0710848283264954	3.82740263001135	0.225651295612132
"1600"	"XAUR"	366	NA	4.39692212121678	0.246438632241609	2.40457808674663	0.10587405687486
"1601"	"XBC"	366	NA	3.6331966832504	0.194121834959513	2.21703410453471	0.0902125698339605
"1602"	"XBL"	340	26	3.08214051016053	0.154764285286641	4.62818870208013	0.266749738548487
"1603"	"XBOT"	NA	366	17.4831189578948	1.1655325190232	3.26498526398358	0.175796950335795
"1604"	"XBP"	80	286	1.46505493863916	0.025484853651211	2.46181089695049	0.254468614391638
"1605"	"XBS"	59	307	2.04803375027933	0.056099960460598	1.89910824779612	0.218065780854554
"1606"	"XBTS"	131	235	2.73616558273092	0.0976669445567366	2.89628401119955	0.268175056674966
"1607"	"XBY"	212	154	2.02589548268472	0.0744262807782915	3.52906609532927	0.19063552973219
"1608"	"XC"	NA	366	3.14663045031261	0.151411637699657	3.3300873638634	0.181397055257176
"1609"	"XCE"	135	231	1.9823394990631	0.0716444713394429	2.2035280294554	0.0902082396671567
"1610"	"XCI"	NA	366	3.21295181383404	0.156089585999417	3.31792401096283	0.180450139518121
"1611"	"XCN"	187	179	2.53828036041957	0.109877168601398	3.60630614006486	0.199894555964768
"1612"	"XCO"	7	359	NA	NA	NA	NA
"1613"	"XCP"	366	NA	3.10752344129328	0.157523697881992	3.11066206686084	0.154346896614651
"1614"	"XCPO"	133	233	2.33545654533909	0.0919366200519852	3.09143405843636	0.167988026086108
"1615"	"XCR"	NA	366	17.273182397804	1.15068776249728	3.38190231009182	0.184871473015889
"1616"	"XCRE"	2	364	NA	NA	NA	NA
"1617"	"XCT"	NA	366	NA	NA	NA	NA
"1618"	"XCXT"	3	363	NA	NA	NA	NA
"1619"	"XDB"	48	318	4.55129576855819	0.191751947666142	5.65619368565172	0.970883498099921
"1620"	"XDE2"	NA	366	NA	NA	NA	NA
"1621"	"XDN"	366	NA	4.2829303835669	0.244018293664224	4.3962260768816	0.249695507165964
"1622"	"XDP"	NA	366	17.5903983266319	1.17311831593474	3.36492822751238	0.183554028704148
"1623"	"XDQ"	NA	366	17.1052386226194	1.13881234426817	3.28230850068771	0.17714149426328
"1624"	"XEL"	366	NA	4.27537646328688	0.235766756790545	3.33566723870432	0.177577491835778
"1625"	"XEM"	366	NA	4.25757271335675	0.2338800906845	3.91874670314304	0.222552349696159
"1626"	"XEN"	NA	366	NA	NA	NA	NA
"1627"	"XFC"	NA	366	NA	NA	NA	NA
"1628"	"XFT"	274	92	3.07381481303658	0.147753187650085	3.44110236225552	0.187777104788886
"1629"	"XG"	NA	366	17.1788177944548	1.14116582010937	3.26034248925845	0.175967424133113
"1630"	"XGB"	14	352	NA	NA	NA	NA
"1631"	"XGOX"	357	9	1.8083783419328	0.0555196524658976	1.79972467262901	0.0644436506102135
"1632"	"XGR"	84	282	2.16649066551157	0.0844043022874829	2.29353120129544	0.0977817677637248
"1633"	"XHI"	228	138	2.92892023559767	0.120089328432968	2.81488629201259	0.174637514873671
"1634"	"XID"	NA	366	NA	NA	NA	NA
"1635"	"XID*"	31	335	1.44695525176542	0.0238907631332212	1.51949761724901	0.129874404312252
"1636"	"XIN"	362	4	2.12669858823203	0.0879803785193892	2.17515710355059	0.0826837652730556
"1637"	"XIN*"	289	77	1.30202523799141	0.0249106217794858	1.40994492597125	0.0277015109563987
"1638"	"XIOS"	124	242	3.1460978578012	0.12034719186115	3.71904397415288	0.392460192603899
"1639"	"XJO"	76	290	3.40718843599727	0.130548122369166	4.12924607098369	0.613695645337668
"1640"	"XLB"	NA	366	3.18363657590501	0.15440642304694	3.27013817758535	0.176196893995889
"1641"	"XLC"	342	24	4.02405952437217	0.224776574236882	3.70906837842756	0.19917466840719
"1642"	"XLM"	366	NA	4.08713676572954	0.231390683417848	6.32712050999702	0.388520193949488
"1643"	"XMCC"	365	1	3.34510278676226	0.174793641514154	3.17275408699538	0.159314059254364
"1644"	"XMG"	99	267	4.16822422399784	0.17440500352086	9.10315915471513	1.35052652578586
"1645"	"XMO"	34	332	1.33561759435818	0.19376890844747	2.59939577652786	0.0839465074653736
"1646"	"XMR"	366	NA	4.25949048217096	0.233416961607259	4.3851158608474	0.258866279817729
"1647"	"XMY"	366	NA	3.27608458124155	0.166890618691829	4.82930229728687	0.285419341437651
"1648"	"XNA"	NA	366	NA	NA	NA	NA
"1649"	"XNC"	13	353	NA	NA	NA	NA
"1650"	"XNG"	82	284	1.87421314792189	0.0615094224448781	1.79692463221524	0.0622293588773741
"1651"	"XNN"	170	196	1.8663941140244	0.0605115897311081	1.69250842016505	0.0545773092340275
"1652"	"XNX"	116	250	3.43103591143549	0.410920068789504	6.00592187560642	0.275150350685587
"1653"	"XP"	283	83	1.70332719637608	0.0504959498815948	1.78751387016311	0.0600473696584855
"1654"	"XPB"	NA	366	17.568592950386	1.17157644299376	3.38015578909992	0.184735916697288
"1655"	"XPD"	209	157	3.66107266790058	0.202904888703004	3.57809963711205	0.185096766819403
"1656"	"XPH"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"1657"	"XPM"	366	NA	3.08017450516396	0.158152739006033	4.99566295398052	0.287614112895823
"1658"	"XPO"	2	364	NA	NA	NA	NA
"1659"	"XPOKE"	NA	366	NA	NA	NA	NA
"1660"	"XPRO"	2	364	NA	NA	NA	NA
"1661"	"XPS"	183	183	1.70943856412241	0.0513331729014094	2.93498292441807	0.146270960261906
"1662"	"XPT"	29	337	2.19560630519626	0.0642761931724566	3.15407900372979	0.481666708124483
"1663"	"XPTX"	4	362	NA	NA	NA	NA
"1664"	"XPY"	80	286	6.73095026386546	0.309894298744658	5.13912315694551	0.844894976421197
"1665"	"XQN"	98	268	3.75639435952282	0.472717732752956	4.19945409584173	0.175592855600526
"1666"	"XRA"	123	243	2.63945604532011	0.0922266080344839	1.94178070187228	0.133187904136903
"1667"	"XRE"	365	1	2.93810177781289	0.144860528206227	2.56520321705718	0.114458995078899
"1668"	"XRL"	115	251	2.77214889804307	0.0981502497400517	2.50393507496386	0.237793014495094
"1669"	"XRP"	366	NA	3.09063502128911	0.153706543711315	5.14657655206777	0.308212607811773
"1670"	"XSEED"	NA	366	3.22703897378667	0.157475436033128	3.33454281282562	0.181195663145855
"1671"	"XSI"	NA	366	3.21756391572906	0.156805448252661	3.31076536841808	0.179350175548168
"1672"	"XSP"	7	359	NA	NA	NA	NA
"1673"	"XSPEC"	366	NA	3.76793331008203	0.207465372893369	3.70064199124355	0.196964560545799
"1674"	"XST"	366	NA	2.95199847052733	0.147557214645536	3.82475126662688	0.204391828279881
"1675"	"XSTC"	NA	366	NA	NA	NA	NA
"1676"	"XT"	114	252	5.38528787812151	0.244762901193423	11.1155336453943	1.50793472398585
"1677"	"XTC"	NA	366	17.3027238738492	1.15277666030106	3.40222591155429	0.186448890411823
"1678"	"XTO"	20	346	2.97521271119748	0.105129964818624	6.15183078713354	1.42886077427108
"1679"	"XTZ"	233	133	3.29507238997825	0.141790045775684	2.77293293461993	0.17385037749843
"1680"	"XUC"	366	NA	3.74647719810813	0.199250397869614	3.43752177871953	0.183735117234827
"1681"	"XUP"	55	311	2.61789544271522	0.0872310761705932	2.13130498648985	0.24119503353631
"1682"	"XVC"	215	151	2.26757190365929	0.0846932102963192	2.06781965607511	0.0896094349401015
"1683"	"XVE"	123	243	5.29470321188865	0.238227271436376	6.11006074068551	0.798057409352133
"1684"	"XVG"	366	NA	3.4346795590089	0.174799805301028	4.41304971384104	0.260242600917432
"1685"	"XVP"	310	56	2.07016005568132	0.0793255409991783	2.05785575972082	0.0779861612714813
"1686"	"XWC"	366	NA	2.41459341922549	0.104285210447226	3.23365790222889	0.165569739368183
"1687"	"XWT"	NA	366	NA	NA	NA	NA
"1688"	"XXX"	NA	366	3.21861141096203	0.15687951735091	3.38198372615097	0.1848777921276
"1689"	"XZC"	366	NA	4.25058319849095	0.23707314530554	3.1630719063659	0.162129093939793
"1690"	"YAC"	120	246	2.75636584137902	0.0972761070791567	4.57916004954973	0.565914893342913
"1691"	"YAY"	100	266	3.97345662531125	0.161495995754878	3.85202141900812	0.548871777999638
"1692"	"YBC"	3	363	NA	NA	NA	NA
"1693"	"YES"	328	38	4.07074907448581	0.21240815497252	3.58908397293022	0.206631396158094
"1694"	"YMC"	64	302	1.590310773395	0.0319203508563122	1.7278925944053	0.148580453653635
"1695"	"YOC"	328	38	4.09710286486297	0.229572538220881	3.14952399385355	0.158465011227827
"1696"	"YOVI"	352	14	1.33722275953558	0.0257129943563957	1.38555629049336	0.0276813284366096
"1697"	"YOYOW"	366	NA	4.73665396094715	0.26422133547333	3.78135112956208	0.215874714138351
"1698"	"ZAP"	272	94	2.58630167134459	0.115692939901887	2.5893915426753	0.119129932745715
"1699"	"ZBC"	233	133	2.05702206937877	0.0825395564870808	2.09325228239418	0.0769209621663332
"1700"	"ZCC"	NA	366	18.4054163015445	1.2307487896197	3.36585445292794	0.183625917738469
"1701"	"ZCG"	95	271	1.73214386308908	0.0535396617570952	1.71874679764825	0.0537216579365375
"1702"	"ZCL"	366	NA	3.16343206894091	0.15820582134888	3.28938818576281	0.171116907097081
"1703"	"ZEC"	366	NA	3.6218711569063	0.191730207665988	9.02388578929344	0.599733381915148
"1704"	"ZECD"	293	73	3.01741276638916	0.134494184425944	4.0897425924792	0.260203265985741
"1705"	"ZED"	NA	366	3.21082690550927	0.156329069691527	3.37400460282803	0.184258492051423
"1706"	"ZEIT"	235	131	3.26760747892949	0.139561592768658	3.71692904288455	0.26901606162541
"1707"	"ZEN"	366	NA	3.20777909979086	0.160169130238753	3.10383963937376	0.158582879610895
"1708"	"ZENI"	243	123	6.3275605728433	0.383486201340034	3.38914913845926	0.181643645378422
"1709"	"ZER"	365	1	2.88823834877858	0.138452353160531	3.47810911748497	0.184707348078613
"1710"	"ZET"	164	202	1.71435333137555	0.0421669438892531	2.78038479030006	0.200308938655931
"1711"	"ZET2"	1	365	NA	NA	NA	NA
"1712"	"ZLQ"	126	240	3.06229352265684	0.115285712655455	3.02761825268212	0.298956001510826
"1713"	"ZNE"	54	312	1.74497342023292	0.0401662749332832	3.61632027167788	0.55780135613743
"1714"	"ZNY"	47	319	1.59935416130557	0.0322681433370171	1.8481477193657	0.185081005928452
"1715"	"ZOI"	273	93	2.19952044524146	0.087717622378178	3.74205908943941	0.204951118984644
"1716"	"ZOOM"	42	324	6.25260015655827	0.280763288222232	5.33955496458662	1.08488874114665
"1717"	"ZRC"	366	NA	6.79260060166561	0.437879446752295	3.45930315497663	0.177948930965662
"1718"	"ZRX"	366	NA	4.29625576550084	0.251337145844741	5.15879196455645	0.298583862094719
"1719"	"ZSC"	366	NA	2.48060201235023	0.109449250134744	3.46046729503533	0.181882976097818
"1720"	"ZSE"	274	92	2.21219864778288	0.0863655776538635	2.92315662335956	0.147935124873813
"1721"	"ZUR"	107	259	3.89697650626567	0.160695343648544	4.86154823170873	0.603072514060247
"1722"	"ZXT"	NA	366	NA	NA	NA	NA
"1723"	"ZYD"	85	281	3.40856902493483	0.130431325374433	3.86711390412703	0.573422780825406
