""	"SYM"	"rmedio"	"volatility"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"1537"	"VIVO"	-0.0147161736885041	0.103323891755929	3	3	3	3
"1538"	"VLT"	-0.015410041595037	0.14056068512053	3	3	3	3
"1539"	"VLTC"	0	0	2	2	3	9
"1540"	"VMC"	-0.00329845988841778	0.0441255513261404	2	3	3	1
"1541"	"VOISE"	-0.00876386958911002	0.311333589349068	3	1	2	6
"1542"	"VOL"	-0.00363810258286429	0.153292357029261	2	3	3	1
"1543"	"VOLT"	-0.0050755873377507	0.376025414042626	3	1	2	6
"1544"	"VOOT"	-0.00329919326436208	0.0441461213051217	2	3	3	1
"1545"	"VOYA"	-0.00459443834203103	0.0969426222996749	2	3	3	1
"1546"	"VPRC"	-0.00807714225479534	0.253477270045723	3	1	3	5
"1547"	"VRC"	-0.00684291142454325	0.0894476318122285	3	3	3	3
"1548"	"VRM"	-0.00767681381114402	0.0945169597442904	3	3	3	3
"1549"	"VRP*"	-0.0118564672684565	0.260404795394494	3	1	3	5
"1550"	"VRS"	0.0158424447857853	0.391970418090223	2	4	2	15
"1551"	"VSL"	-0.0121912386024942	0.182653840564731	3	3	2	4
"1552"	"VSX"	0.0100652784497347	0.192560114974711	2	3	3	1
"1553"	"VTA"	0	0	2	2	3	9
"1554"	"VTC"	-0.00876501421231656	0.0780735754892884	3	3	2	4
"1555"	"VTL"	-0.00246288399483364	0.326246013118089	2	1	3	8
"1556"	"VTN"	-0.00126703283123535	0.724939425039573	3	2	3	11
"1557"	"VTR"	-0.00656542553045415	0.091478765293004	3	3	3	3
"1558"	"VTX"	-0.00598746483703074	0.277330234568035	3	1	3	5
"1559"	"VTY"	-0.00834515420169411	0.252517402501319	3	1	2	6
"1560"	"VUC"	-0.0207416721413403	0.285185279993588	3	1	3	5
"1561"	"WABI"	-0.00726573780582726	0.0937646669427777	3	3	3	3
"1562"	"WAND"	-0.00831425796364517	1.32775875090764	1	5	3	18
"1563"	"WARP"	-0.0019210314519484	0.116531785505984	2	1	3	8
"1564"	"WASH"	-0.0086614362314174	0.309789580462976	3	1	2	6
"1565"	"WAVES"	-0.00393376347264676	0.0699467037743883	2	3	2	2
"1566"	"WAY"	-0.00329726293733689	0.107070144929319	2	3	2	2
"1567"	"WBB"	-0.00590023018949009	0.309527261140798	3	1	3	5
"1568"	"WBTC*"	-0.0032983264282719	0.0441322038212815	2	3	2	2
"1569"	"WC"	-0.00620950921499707	0.0921147326791731	3	3	3	3
"1570"	"WCT"	-0.00411377354850398	0.11795512107823	2	3	3	1
"1571"	"WDC"	-0.005010128145348	0.111200249512642	2	3	1	19
"1572"	"WEALTH"	-0.00322322406151265	0.0441586414132429	2	3	3	1
"1573"	"WEX"	0	0	2	2	3	9
"1574"	"WGC"	0	0	2	2	3	9
"1575"	"WGO"	-0.0109195658148922	0.306685156865905	3	1	3	5
"1576"	"WGR"	-0.00569748954259163	0.237869885588254	3	1	3	5
"1577"	"WHO"	-0.0161263208015848	0.340397897427077	3	1	2	6
"1578"	"WIC"	-0.0122813829436081	0.446836910937128	3	1	3	5
"1579"	"WILD"	-0.0133573043575548	0.164735217598911	3	3	2	4
"1580"	"WINE"	0.000974521704750633	0.322498586043708	2	1	2	7
"1581"	"WINGS"	-0.007512039689579	0.08116723200517	3	3	2	4
"1582"	"WINK"	-0.00329791480304197	0.180062236029653	2	3	2	2
"1583"	"WISC"	-0.00329791480304197	0.200993475538662	2	3	3	1
"1584"	"WMC"	-0.00611178632241125	0.0961788341943344	3	3	3	3
"1585"	"WOLF"	-0.00329798636260593	0.0441342770412098	2	3	3	1
"1586"	"WOMEN"	-0.0164756396668662	0.29134416554998	3	1	3	5
"1587"	"WOP"	-0.0043428660345768	0.277371100203243	2	1	2	7
"1588"	"WORM"	-0.00421718482715686	0.140959232099196	2	3	3	1
"1589"	"WRC"	-0.00866357874510269	0.232633408020216	3	1	3	5
"1590"	"WRC*"	0.0008409870419411	0.115603648366307	2	3	3	1
"1591"	"WRT"	-0.00200983742298438	0.0563518525588612	2	3	3	1
"1592"	"WSX"	0.00507943362478254	0.162049335342244	2	3	2	2
"1593"	"WTC"	-0.0057610900006846	0.0905364540705896	2	3	2	2
"1594"	"WTT"	-0.0103745143708997	0.237104152717656	3	1	2	6
"1595"	"X2"	-0.00821804605133404	0.367794617212933	3	1	2	6
"1596"	"XAI"	-0.00329842611650036	0.0441292869942	2	3	3	1
"1597"	"XAP"	-0.0137979441094519	0.287110438882117	3	1	3	5
"1598"	"XAS"	-0.00776946583430747	0.0801287948091367	3	3	3	3
"1599"	"XAU"	-0.00534869161585144	0.134096237244304	2	3	3	1
"1600"	"XAUR"	-0.00335333943543672	0.0682258862117367	2	3	3	1
"1601"	"XBC"	-0.00863356416367965	0.117233483036944	3	3	3	3
"1602"	"XBL"	-0.00460462739762837	0.137307608869553	2	3	3	1
"1603"	"XBOT"	-0.00329869790210516	0.0441346167784667	2	3	3	1
"1604"	"XBP"	-0.023136895030655	0.53883247498886	3	2	3	11
"1605"	"XBS"	-0.00929288902093485	0.178063050100527	3	3	3	3
"1606"	"XBTS"	-0.00757951743790128	0.391660129486696	3	1	3	5
"1607"	"XBY"	-0.0105618979423277	0.182059409405163	3	3	3	3
"1608"	"XC"	-0.00329325222533694	0.0443243240374292	2	3	3	1
"1609"	"XCE"	-0.00442688202125861	0.151421907795168	2	3	3	1
"1610"	"XCI"	-0.00329780601141858	0.0441440671295388	2	3	2	2
"1611"	"XCN"	-0.00539983952529468	0.127931208733582	2	3	3	1
"1612"	"XCO"	0.00117529431884846	0.164467255294459	2	1	2	7
"1613"	"XCP"	-0.00723933406526685	0.0767117243914131	3	3	2	4
"1614"	"XCPO"	-0.00703944176583979	0.101113646575336	3	3	2	4
"1615"	"XCR"	-0.00329860677837449	0.0441325400167926	2	3	3	1
"1616"	"XCRE"	0	0	2	2	2	10
"1617"	"XCT"	0	0	2	2	3	9
"1618"	"XCXT"	0.00854671995715329	0.171117239691791	2	1	2	7
"1619"	"XDB"	-0.00483106272845612	0.230342387580324	2	1	2	7
"1620"	"XDE2"	0	0	2	2	2	10
"1621"	"XDN"	-0.00765902704543124	0.0907565781124384	3	3	3	3
"1622"	"XDP"	-0.00329850022509527	0.0441495922779997	2	3	3	1
"1623"	"XDQ"	-0.00329879561280725	0.0441524411413827	2	3	3	1
"1624"	"XEL"	-0.00809819715390305	0.0801377996746938	3	3	3	3
"1625"	"XEM"	-0.00712862561707311	0.0679140578987964	3	3	2	4
"1626"	"XEN"	0	0	2	2	3	9
"1627"	"XFC"	0	0	2	2	3	9
"1628"	"XFT"	-0.0119529311836809	0.151190703198848	3	3	3	3
"1629"	"XG"	-0.0032983347469387	0.0441286488858557	2	3	2	2
"1630"	"XGB"	0.0071711788370203	0.226890747707511	2	1	3	8
"1631"	"XGOX"	-0.00914496184195318	0.238832726412647	3	3	3	3
"1632"	"XGR"	-0.00253535765336006	0.106512208269837	2	3	2	2
"1633"	"XHI"	-0.00769786540480212	0.408519764172034	3	1	2	6
"1634"	"XID"	0	0	2	2	2	10
"1635"	"XID*"	-0.0019210314519484	0.838614268226452	3	2	3	11
"1636"	"XIN"	0.000556396062326637	0.286416227980612	2	1	3	8
"1637"	"XIN*"	0.030351497747858	2.84821013008951	1	5	3	18
"1638"	"XIOS"	-0.0156453266207612	0.186770205010656	3	1	3	5
"1639"	"XJO"	-0.0095802127795555	0.244270179556451	3	1	2	6
"1640"	"XLB"	-0.00329906416808594	0.0441292277449373	2	3	2	2
"1641"	"XLC"	-0.0122002324680865	0.130445307701381	3	3	2	4
"1642"	"XLM"	-0.00282948609184853	0.0745830709672918	2	3	3	1
"1643"	"XMCC"	-0.0110916511800827	0.099385446296503	3	3	2	4
"1644"	"XMG"	-0.0153713003715823	0.268423644980714	3	1	3	5
"1645"	"XMO"	0.0544148347267332	1.0854279293379	2	2	2	10
"1646"	"XMR"	-0.00512700340691122	0.0631231480805467	2	3	2	2
"1647"	"XMY"	-0.00605763981564992	0.0957134358011893	2	3	2	2
"1648"	"XNA"	0	0	2	2	3	9
"1649"	"XNC"	-0.00485591536360001	0.23993579877921	2	1	2	7
"1650"	"XNG"	-0.00853351335608129	0.519741767293996	3	4	3	13
"1651"	"XNN"	-0.0152136259503028	0.343901940848633	3	1	2	6
"1652"	"XNX"	0.000396393485961899	0.361273693672018	2	1	2	7
"1653"	"XP"	-0.00329827936911592	0.2196056538922	2	1	2	7
"1654"	"XPB"	-0.00329831939800963	0.0441349932156007	2	3	2	2
"1655"	"XPD"	-0.00105511449500952	0.323257791256042	2	1	2	7
"1656"	"XPH"	-0.00329827936911592	0.0441316405612435	2	3	2	2
"1657"	"XPM"	-0.00370988486524299	0.090345458466934	2	3	2	2
"1658"	"XPO"	-0.00648142939856534	0.123731090865443	3	3	2	4
"1659"	"XPOKE"	0	0	2	2	2	10
"1660"	"XPRO"	-6.75700152195431e-06	0.000112264355136555	2	3	2	2
"1661"	"XPS"	-0.00449980470314098	0.308596819896687	3	1	2	6
"1662"	"XPT"	-0.000428939813052157	0.00680101320760437	2	3	2	2
"1663"	"XPTX"	-0.000176334757206478	0.149187959085789	2	1	3	8
"1664"	"XPY"	-0.00718034834270129	0.315418693539787	3	1	3	5
"1665"	"XQN"	0.000553827101449745	0.357563455555467	2	1	3	8
"1666"	"XRA"	-0.00425590758552118	0.334984031409419	3	1	2	6
"1667"	"XRE"	-0.00477016519091255	0.118344193862317	2	3	2	2
"1668"	"XRL"	-0.00938247870077909	0.267965534441475	3	1	2	6
"1669"	"XRP"	-0.00451442095931856	0.0677679290374752	2	3	2	2
"1670"	"XSEED"	-0.00329769739023821	0.044113832237359	2	3	2	2
"1671"	"XSI"	-0.00329791480304197	0.0441268556280899	2	3	2	2
"1672"	"XSP"	-0.00958075928229503	0.240232672084355	3	1	3	5
"1673"	"XSPEC"	-0.00853077177792221	0.104576783869061	3	3	3	3
"1674"	"XST"	-0.0067032350468804	0.0873327245445445	3	3	3	3
"1675"	"XSTC"	0	0	2	2	3	9
"1676"	"XT"	-0.00177352777746004	0.25688505143863	2	1	3	8
"1677"	"XTC"	-0.00329786367622775	0.0441451582454353	2	3	2	2
"1678"	"XTO"	-0.000257679452107217	0.168831741788011	2	1	2	7
"1679"	"XTZ"	-0.00581301983963417	0.10064024987442	2	3	2	2
"1680"	"XUC"	-0.00370513820361583	0.0547837194607758	2	3	2	2
"1681"	"XUP"	-0.00835957472718142	0.424077135385669	3	1	2	6
"1682"	"XVC"	-0.0129939276768396	0.123726496102185	3	3	2	4
"1683"	"XVE"	-0.0069664950392357	0.294072566938272	3	1	2	6
"1684"	"XVG"	-0.00822680561139897	0.0898330098384199	3	3	3	3
"1685"	"XVP"	-0.00604029081445513	0.248199182293417	3	1	2	6
"1686"	"XWC"	-0.00394407525571406	0.0817077631873141	2	3	2	2
"1687"	"XWT"	0	0	2	2	3	9
"1688"	"XXX"	-0.00329815004841165	0.0441303889214468	2	3	2	2
"1689"	"XZC"	-0.00814957671592125	0.0632647525734938	3	3	2	4
"1690"	"YAC"	-0.00189384475562827	0.302504598808562	2	1	2	7
"1691"	"YAY"	-0.00628984963921411	0.222831560810986	3	1	3	5
"1692"	"YBC"	-0.00169339453006837	0.19473255510736	2	1	3	8
"1693"	"YES"	-0.00702417781308395	0.138708189083647	3	3	3	3
"1694"	"YMC"	-0.00811992280515988	0.353270254315123	3	1	3	5
"1695"	"YOC"	-0.00534253256626734	0.122125152707316	2	3	3	1
"1696"	"YOVI"	0.00376835364771039	2.92811131622683	1	5	2	17
"1697"	"YOYOW"	-0.00804331103155899	0.0856906430946746	3	3	2	4
"1698"	"ZAP"	-0.00654502415269602	0.28814796620244	3	1	2	6
"1699"	"ZBC"	0.0021377130478263	0.669145088078245	2	4	2	15
"1700"	"ZCC"	-0.00329890552197427	0.0441280557017027	2	3	3	1
"1701"	"ZCG"	-0.00542486431373246	1.3568198092186	1	5	3	18
"1702"	"ZCL"	-0.0117125677178439	0.143025654672087	3	3	3	3
"1703"	"ZEC"	-0.00566640257058444	0.0633166133104557	2	3	3	1
"1704"	"ZECD"	-0.00734773307773392	0.217817902588965	3	3	3	3
"1705"	"ZED"	-0.00329835501386581	0.0441328524719925	2	3	2	2
"1706"	"ZEIT"	-0.00594842042354927	0.214427123066542	3	3	2	4
"1707"	"ZEN"	-0.00626809404118938	0.0702551407750067	2	3	2	2
"1708"	"ZENI"	-0.00395668170621795	0.123372372441287	2	3	2	2
"1709"	"ZER"	-0.00888486973733472	0.116060771302541	3	3	2	4
"1710"	"ZET"	-0.00944613892981748	0.309401216382652	3	1	3	5
"1711"	"ZET2"	-0.00089777066604428	0.017175364152888	2	3	3	1
"1712"	"ZLQ"	-0.00653953527567513	0.332629632091107	3	1	3	5
"1713"	"ZNE"	-0.0137985959008908	0.433299888017139	3	2	3	11
"1714"	"ZNY"	-0.00729416323895439	0.266020959085281	3	1	3	5
"1715"	"ZOI"	-0.00856610933000409	0.120156905339441	3	3	3	3
"1716"	"ZOOM"	-0.00763151236153247	0.320421901132739	3	1	2	6
"1717"	"ZRC"	-0.00026967042429247	0.0958034672600438	2	3	2	2
"1718"	"ZRX"	-0.00223245304700501	0.0843321635074626	2	3	2	2
"1719"	"ZSC"	-0.00863397629739144	0.127879278327405	3	3	1	20
"1720"	"ZSE"	-0.00529418309675057	0.115828591091858	2	3	3	1
"1721"	"ZUR"	-0.00735056972575424	0.311993007808818	3	1	3	5
"1722"	"ZXT"	0	0	2	2	3	9
"1723"	"ZYD"	-0.003343648720279	0.306208021187506	2	1	3	8
