Date,BTC,ETH,XRP,USDT,BCH,LTC,BNB,EOS,XLM,TRX
04/16/2019,5235.56,167.62,0.32,1.01,318.31,81.35,19.83,5.55,0.11,0.02
04/17/2019,5251.94,166.95,0.33,1.01,310.8,79.33,19.6,5.46,0.11,0.02
04/18/2019,5298.39,173.81,0.33,1,306.96,82.07,22.04,5.5,0.11,0.02
04/19/2019,5303.81,173.71,0.33,1.01,306.81,82.57,24.48,5.49,0.11,0.02
04/20/2019,5337.89,173.75,0.32,1.01,300.75,81.51,25.01,5.47,0.11,0.02
04/21/2019,5314.53,170.05,0.32,1.01,290.48,77.33,24.19,5.25,0.11,0.02
04/22/2019,5399.37,171.87,0.32,1.01,292.81,76.95,23.91,5.25,0.11,0.02
04/23/2019,5572.36,171.45,0.32,1.01,291.17,74.85,22.88,5.18,0.11,0.02
04/24/2019,5464.87,165.83,0.3,1.01,278.94,73.31,23.13,4.81,0.1,0.02
04/25/2019,5210.52,154.46,0.28,0.99,266.85,71.25,22.24,4.59,0.09,0.02
04/26/2019,5279.35,156.35,0.29,0.99,263.88,73.12,22.87,4.74,0.09,0.02
04/27/2019,5268.29,158.43,0.29,0.99,263.94,72.12,22.34,4.71,0.09,0.02
04/28/2019,5285.14,157.3,0.29,0.99,255.47,69.73,22.9,4.72,0.09,0.02
04/29/2019,5247.35,155.2,0.29,1,236.61,67.96,21.71,4.53,0.09,0.02
04/30/2019,5350.73,162.17,0.3,1.01,267.76,74.28,22.13,4.83,0.09,0.02
05/01/2019,5402.7,160.82,0.3,1,271.82,73.66,21.95,4.78,0.1,0.02
05/02/2019,5505.28,162.12,0.3,1,270.18,73.78,23.59,4.79,0.1,0.02
05/03/2019,5768.29,167.95,0.3,1,293.01,79.33,23.75,5.09,0.1,0.02
05/04/2019,5831.17,164.03,0.3,1,291.49,78.06,22.88,4.96,0.09,0.02
05/05/2019,5795.71,163.45,0.3,1,293.95,75.98,23.02,4.9,0.09,0.02
05/06/2019,5746.81,172.65,0.3,0.99,287.66,74.98,22.21,4.9,0.09,0.02
05/07/2019,5829.5,169.8,0.29,0.99,286.73,74.69,20.86,4.87,0.09,0.02
05/08/2019,5982.46,170.95,0.3,1,286.3,74.62,20.75,4.9,0.09,0.02
05/09/2019,6174.53,170.29,0.29,0.99,284.19,74.18,18.83,4.85,0.09,0.02
05/10/2019,6378.85,173.14,0.3,1,287.73,77.17,19.6,4.83,0.09,0.02
05/11/2019,7204.77,194.3,0.32,1,356.37,89.22,21.05,5.53,0.1,0.02
05/12/2019,6972.37,187.33,0.31,0.99,354.03,84.57,20.83,5.32,0.09,0.02
05/13/2019,7814.92,196.85,0.32,1.01,384.48,88.06,23.81,5.58,0.1,0.02
05/14/2019,7994.42,217.15,0.4,1,388.96,91.62,23.63,6.05,0.11,0.02
05/15/2019,8205.17,247.15,0.45,1,402.93,101.74,26.89,6.48,0.13,0.03
05/16/2019,7884.91,264.01,0.41,0.99,398.7,95.59,26.33,6.5,0.13,0.02
05/17/2019,7343.9,243.76,0.38,0.99,364.85,89,25.68,6.02,0.12,0.02
05/18/2019,7271.21,234.6,0.37,0.99,357.62,86.7,28.4,5.89,0.12,0.02
05/19/2019,8197.69,261.29,0.41,1.01,421.49,95.32,29.41,6.49,0.14,0.02
05/20/2019,7978.31,251.86,0.39,1,412.81,91.49,29.31,6.25,0.13,0.02
05/21/2019,7963.33,255.22,0.39,1.01,417.55,91.51,32.01,6.29,0.13,0.02
05/22/2019,7680.07,244.7,0.37,1,392.51,88.21,31.42,5.97,0.12,0.02
05/23/2019,7881.85,245.97,0.38,1,405.84,89.18,31.52,6.05,0.12,0.02
05/24/2019,7987.37,249.48,0.38,1,409.05,99.9,33.84,6.4,0.12,0.02
05/25/2019,8052.54,251.76,0.38,1,406.74,102.67,35.05,6.39,0.12,0.02
05/26/2019,8673.22,267.07,0.4,1.01,432.84,111.42,34.1,6.91,0.13,0.03
05/27/2019,8805.78,272.86,0.43,1,443.8,118.03,33.68,7.98,0.13,0.03
05/28/2019,8719.96,271.77,0.44,1,435,114.93,33.36,8.05,0.13,0.03
05/29/2019,8659.49,269.46,0.44,1,454.12,115.08,33.74,7.98,0.13,0.03
05/30/2019,8319.47,255.86,0.42,1,424.62,108.8,32.29,7.37,0.13,0.03
05/31/2019,8574.5,268.11,0.43,1,445.07,114.54,32.75,8.51,0.13,0.03
06/01/2019,8564.02,265.39,0.43,1,434.46,112.62,33.01,7.78,0.13,0.03
06/02/2019,8742.96,270.23,0.44,1,443.77,114.7,33.17,7.77,0.13,0.03
06/03/2019,8208.99,252.61,0.42,0.99,408.66,107.47,31.39,6.8,0.12,0.03
06/04/2019,7707.77,241.34,0.4,0.99,382.66,102.09,29.38,6.31,0.12,0.03
06/05/2019,7824.23,247.05,0.4,1.01,398.38,103.85,31.01,6.45,0.12,0.03
06/06/2019,7822.02,249.47,0.41,1,396.93,111.11,31.48,6.39,0.12,0.03
06/07/2019,8043.95,250.93,0.42,1.01,401.43,117.37,31.59,6.66,0.12,0.03
06/08/2019,7954.13,245.74,0.41,1,394.24,118.55,32.07,6.41,0.12,0.03
06/09/2019,7688.08,233.09,0.38,1,381.17,115.13,30.56,6.17,0.11,0.03
06/10/2019,8000.33,247.52,0.4,1.01,394.58,129.07,32.06,6.42,0.12,0.03
06/11/2019,7927.71,245.78,0.39,1.01,387.91,136.03,32.26,6.34,0.12,0.03
06/12/2019,8145.86,260.9,0.4,1,396.38,135.65,34.69,6.44,0.12,0.03
06/13/2019,8230.92,256.17,0.4,1,411.94,131.35,35.14,6.46,0.12,0.03
06/14/2019,8693.83,264.09,0.4,1.01,421.29,133.05,33.08,6.59,0.12,0.03
06/15/2019,8838.38,269.02,0.41,1.01,422.83,138.13,32.83,6.9,0.12,0.03
06/16/2019,8994.49,269.22,0.42,1,428.32,137.12,32.4,6.99,0.12,0.03
06/17/2019,9320.35,274.35,0.44,1,432.52,134.44,33.92,7.13,0.13,0.03
06/18/2019,9081.76,265.05,0.42,0.99,413.94,135.16,34.34,6.8,0.12,0.03
06/19/2019,9273.52,269.43,0.43,1,416.91,136.6,35.29,6.87,0.12,0.03
06/20/2019,9527.16,271.7,0.42,1,413.56,135.48,36.73,6.84,0.12,0.03
06/21/2019,10144.56,294.91,0.44,1,439.45,138.88,38.82,7.09,0.12,0.03
06/22/2019,10701.69,309.38,0.47,0.99,480.17,141.9,37.8,7.47,0.12,0.03
06/23/2019,10855.37,307.83,0.46,0.99,475.02,136.88,37.13,7.25,0.12,0.03
06/24/2019,11011.1,310.42,0.47,0.99,476.25,135.53,37.43,7.23,0.12,0.03
06/25/2019,11790.92,318.13,0.46,0.99,479.81,136.49,36.01,7.2,0.12,0.03
06/26/2019,13016.23,336.75,0.46,0.99,485.57,131.27,35.7,6.77,0.12,0.03
06/27/2019,11182.81,294.27,0.4,0.98,413.27,114.4,33.82,5.9,0.1,0.03
06/28/2019,12407.33,311.23,0.42,1,436.8,120.15,34.55,6.26,0.11,0.03
06/29/2019,11959.37,320.06,0.42,0.99,442.72,133.66,35.36,6.4,0.11,0.03
06/30/2019,10817.16,290.7,0.39,0.99,399.47,122.25,32.44,5.77,0.1,0.03
07/01/2019,10583.13,293.64,0.4,0.99,416.65,122.58,32.92,6.02,0.1,0.03
07/02/2019,10801.68,291.6,0.4,1,407.89,119.24,32.01,5.9,0.1,0.03
07/03/2019,11961.27,303.1,0.4,1.01,422.61,122.56,32.67,6.11,0.1,0.03
07/04/2019,11215.44,284.52,0.38,0.99,401.69,119.98,32.89,5.75,0.09,0.03
07/05/2019,10978.46,288,0.37,1,400.51,118.35,32.71,5.76,0.09,0.03
07/06/2019,11208.55,287.55,0.38,0.99,405.47,117.82,32.53,5.76,0.1,0.03
07/07/2019,11450.85,305.7,0.39,1,411.81,120.32,33.24,5.96,0.1,0.03
07/08/2019,12285.96,313.25,0.4,1,418.63,123.29,33.47,5.98,0.1,0.03
07/09/2019,12573.81,308.88,0.39,1,416.08,119.43,32.71,5.9,0.1,0.03
07/10/2019,12156.51,290,0.36,0.99,390.24,108.5,31.48,5.29,0.09,0.03
07/11/2019,11358.66,268.7,0.33,0.99,345.88,102.64,29.64,4.69,0.08,0.02
07/12/2019,11815.99,276.28,0.34,1.01,354.46,105.3,31.69,4.82,0.09,0.02
07/13/2019,11392.38,269.46,0.33,0.99,344.95,101.02,31.51,4.75,0.09,0.02
07/14/2019,10256.06,227.58,0.3,0.99,282.84,89.77,28.92,4.12,0.08,0.02
07/15/2019,10895.09,229.78,0.31,1.01,314.74,90.92,28.39,4.32,0.08,0.02
07/16/2019,9477.64,199.19,0.29,0.99,281.71,79.5,25.53,3.68,0.07,0.02
07/17/2019,9693.8,211.48,0.31,1.01,291.54,89.81,27.22,3.85,0.08,0.02
07/18/2019,10666.48,226.57,0.32,1.01,315.09,101.09,28.92,4.12,0.08,0.02
07/19/2019,10530.73,221.33,0.32,1,308.03,98.4,29.08,4.05,0.09,0.02
07/20/2019,10767.14,229.12,0.33,1.01,324.2,100.61,30.87,4.32,0.09,0.02
07/21/2019,10599.11,225.63,0.33,1,320.86,99.63,30.52,4.33,0.09,0.02
07/22/2019,10343.11,217.56,0.32,1,310.59,95.42,30.63,4.13,0.08,0.02
07/23/2019,9900.77,212.73,0.3,0.99,298.58,90.62,29.59,4.16,0.08,0.02
07/24/2019,9811.93,217.05,0.31,1,302.85,94.31,29.16,4.6,0.08,0.02
07/25/2019,9911.84,219.62,0.31,1,302.95,93.45,29,4.58,0.08,0.02
07/26/2019,9870.3,219.63,0.32,1,316.04,94.31,28.98,4.63,0.08,0.02
07/27/2019,9477.68,207.41,0.31,0.99,306.64,88.89,27.89,4.27,0.08,0.02
07/28/2019,9552.86,211.19,0.31,1,310.46,89.77,27.84,4.25,0.08,0.02
07/29/2019,9519.15,211.27,0.31,1,307.92,90.43,27.2,4.22,0.08,0.02
07/30/2019,9607.42,210.52,0.31,1,315.93,90.57,26.94,4.22,0.08,0.02
07/31/2019,10085.63,218.65,0.32,1,326.57,98.51,27.64,4.43,0.08,0.02
08/01/2019,10399.67,217.81,0.31,1.01,328.76,99.18,28.77,4.33,0.08,0.02
08/02/2019,10518.17,217.87,0.31,1,326.82,94.94,28.04,4.19,0.08,0.02
08/03/2019,10821.73,222.49,0.31,1,332.75,94.58,27.89,4.3,0.08,0.02
08/04/2019,10970.18,222.67,0.31,1.01,333.67,93.2,27.56,4.24,0.08,0.02
08/05/2019,11805.65,234.22,0.32,1.01,346.76,96.83,28.01,4.49,0.08,0.02
08/06/2019,11478.17,226.02,0.31,0.99,333.58,93.07,27.64,4.19,0.07,0.02
08/07/2019,11941.97,226.39,0.31,1,339.61,90.91,29.35,4.23,0.07,0.02
08/08/2019,11966.41,220.94,0.3,0.99,333.73,90.03,30.83,4.16,0.07,0.02
08/09/2019,11862.94,210.49,0.29,0.99,316.62,84.44,29.96,3.91,0.07,0.01
08/10/2019,11354.02,206.73,0.29,0.99,315.99,85.42,29.68,4.07,0.07,0.02
08/11/2019,11523.58,216.09,0.3,0.99,336.2,89.75,30.06,4.19,0.07,0.02
08/12/2019,11382.62,211.29,0.3,0.99,330.23,85.75,30.17,4.13,0.07,0.02
08/13/2019,10895.83,208.71,0.29,0.99,343.68,84.41,29.47,4.07,0.07,0.02
08/14/2019,10051.7,186.61,0.26,0.99,311.5,76.06,27.11,3.67,0.06,0.01
08/15/2019,10311.55,188.5,0.26,1,314.58,76.39,28.04,3.63,0.07,0.01
08/16/2019,10374.34,185.44,0.26,1,310.45,74.92,27.64,3.59,0.06,0.01
08/17/2019,10231.74,185.69,0.26,1,307.28,72.8,27.48,3.56,0.06,0.01
08/18/2019,10345.81,194.49,0.28,1,316.51,76.27,27.93,3.7,0.07,0.01
08/19/2019,10916.05,203.09,0.28,1,325.61,77.26,28.81,3.73,0.07,0.01
08/20/2019,10763.23,196.57,0.27,1,316.25,75.2,28.17,3.68,0.07,0.01
08/21/2019,10138.05,186.89,0.26,0.99,302.99,72.96,26.99,3.5,0.06,0.01
08/22/2019,10131.06,191.33,0.27,1,311.33,73.6,27.09,3.64,0.06,0.01
08/23/2019,10407.97,194.71,0.27,1,316.83,75.4,27.17,3.68,0.06,0.01
08/24/2019,10159.96,191.29,0.27,1,307.65,73.46,26.5,3.67,0.06,0.01
08/25/2019,10138.52,186.84,0.27,0.99,305.6,72.31,26.13,3.56,0.07,0.01
08/26/2019,10370.82,188.93,0.27,1,311.12,73.86,26.11,3.58,0.07,0.01
08/27/2019,10185.5,187.52,0.26,0.99,308.04,72.84,25.69,3.55,0.06,0.01
08/28/2019,9754.42,173.89,0.25,0.99,292.19,67.43,23.7,3.29,0.06,0.01
08/29/2019,9510.2,169.52,0.25,1,280.74,64.1,21.89,3.22,0.06,0.01
08/30/2019,9598.17,168.83,0.25,1,279.87,64.33,22.22,3.22,0.06,0.01
08/31/2019,9630.66,172.47,0.25,1,279.94,64.58,21.27,3.33,0.06,0.01
09/01/2019,9757.97,171.63,0.25,1,282.33,66.14,21.57,3.28,0.06,0.01
09/02/2019,10346.76,178.35,0.26,1,294.08,66.94,22.77,3.32,0.06,0.01
09/03/2019,10623.54,179.5,0.26,1,300.86,69.13,22.51,3.36,0.06,0.01
09/04/2019,10594.49,175.99,0.25,1,295.3,67.29,21.8,3.31,0.06,0.01
09/05/2019,10575.53,174.22,0.25,1,292.9,65.4,22.76,3.28,0.06,0.01
09/06/2019,10353.3,169.96,0.25,1,287.45,65.23,22.15,3.23,0.05,0.01
09/07/2019,10517.25,178.26,0.26,1.01,301.15,69.04,22.55,3.57,0.05,0.01
09/08/2019,10441.28,181.36,0.26,1.01,307.01,70.55,22.56,3.78,0.06,0.01
09/09/2019,10334.97,181.15,0.25,1,305.43,70.19,22.29,3.88,0.05,0.01
09/10/2019,10115.98,179.79,0.25,0.99,304.13,70.82,21.91,3.78,0.05,0.01
09/11/2019,10178.37,178.73,0.25,1,299.81,69.92,20.9,3.76,0.05,0.01
09/12/2019,10410.13,181.02,0.25,1,300.42,69.23,20.92,3.72,0.05,0.01
09/13/2019,10360.55,181.11,0.25,1,298.26,68.99,20.89,3.72,0.05,0.01
09/14/2019,10358.05,188.11,0.26,1,304.69,70.56,21.07,4.01,0.05,0.01
09/15/2019,10347.71,189.79,0.26,1,304.23,70.32,20.6,4.07,0.05,0.01
09/16/2019,10276.79,197.11,0.26,1,307.53,72.57,20.4,4.08,0.05,0.01
09/17/2019,10241.27,208.61,0.28,1,319.5,74.22,21.01,4.08,0.06,0.01
09/18/2019,10198.25,211.39,0.31,1,324.72,77.97,22.26,4.09,0.08,0.01
09/19/2019,10266.41,221.28,0.3,1,323.7,77.06,21.61,3.98,0.08,0.01
09/20/2019,10181.64,218.05,0.29,1,315.37,75.15,21.37,4.01,0.07,0.01
09/21/2019,10019.72,215.52,0.28,1,312.48,73.52,21.08,4.01,0.07,0.01
09/22/2019,10070.39,211.55,0.27,1,308.3,72.62,20.53,3.83,0.06,0.01
09/23/2019,9729.32,201.92,0.26,1,293.07,66.85,19.49,3.7,0.06,0.01
09/24/2019,8620.57,168.11,0.23,1.01,222.35,55.82,16.07,2.83,0.05,0.01
09/25/2019,8486.99,170.89,0.24,1.01,229.41,57.66,16.26,2.91,0.05,0.01
09/26/2019,8118.97,166.73,0.24,1,216.2,55.54,15.46,2.82,0.05,0.01
09/27/2019,8251.85,174.71,0.24,1.01,222.56,56.36,15.79,2.86,0.05,0.01
09/28/2019,8245.92,174.57,0.24,1,228.83,55.68,15.85,2.86,0.05,0.01
09/29/2019,8104.19,170.5,0.24,1.01,220.43,54.32,15.31,2.8,0.05,0.01
09/30/2019,8293.87,179.87,0.25,1,228.12,56.06,15.86,2.96,0.06,0.01
10/01/2019,8343.28,177.34,0.24,1.01,224.76,56.06,15.9,2.96,0.05,0.01
10/02/2019,8393.04,180.71,0.25,1,225.89,56.51,15.95,3.02,0.05,0.01
10/03/2019,8259.99,175.2,0.24,1,222.58,56.55,15.73,2.94,0.05,0.01
10/04/2019,8205.94,176.99,0.25,1.01,223.25,56.85,15.76,3.02,0.05,0.01
10/05/2019,8151.5,176.35,0.25,1,223.17,56.84,15.72,2.99,0.05,0.01
10/06/2019,7988.16,173.06,0.25,1.01,223.41,55.41,15.35,2.95,0.05,0.01
10/07/2019,8245.62,181.19,0.27,1.01,234.24,57.79,16.13,3.19,0.06,0.01
10/08/2019,8228.78,182.02,0.27,1.01,232.36,57.4,16.11,3.18,0.06,0.01
10/09/2019,8595.74,193.29,0.28,1.01,239.44,59.43,17.81,3.25,0.06,0.01
10/10/2019,8586.47,191.66,0.27,1,230.11,57.78,17.57,3.16,0.06,0.01
10/11/2019,8321.76,182.57,0.27,1.01,222.59,56.3,16.71,3.14,0.06,0.01
10/12/2019,8336.56,180.83,0.27,1,225.1,55.98,17.28,3.09,0.05,0.01
10/13/2019,8321.01,182.08,0.27,1,224.12,56.71,18.31,3.12,0.06,0.01
10/14/2019,8374.69,186.96,0.29,1,228.59,56.98,18.46,3.17,0.06,0.01
10/15/2019,8205.37,181.41,0.28,1,222.83,54.94,18.54,2.99,0.06,0.01
10/16/2019,8047.53,176.01,0.28,1.01,218.2,52.92,17.84,2.95,0.06,0.01
10/17/2019,8103.91,178.03,0.3,1,221.43,54.88,18.57,2.96,0.06,0.01
10/18/2019,7973.21,173.62,0.29,1,212.65,53.49,18.25,2.89,0.06,0.01
10/19/2019,7988.56,172.91,0.29,1.01,213.98,54.03,18.29,2.88,0.06,0.01
10/20/2019,8222.08,175.53,0.29,1,224.93,54.93,18.44,2.93,0.06,0.01
10/21/2019,8243.72,174.92,0.29,1,233.26,54.94,18.31,2.94,0.06,0.01
10/22/2019,8078.2,172.3,0.29,1,228.04,53.74,18.2,2.9,0.06,0.01
10/23/2019,7514.67,162.4,0.27,1,210.38,49.63,16.71,2.72,0.05,0.01
