date;MVDA25
20190711;3968.02
20190712;4022.2
20190713;3948.89
20190714;3606.74
20190715;3566.8
20190716;3240.85
20190717;3326.37
20190718;3529.66
20190719;3493.55
20190720;3782.13
20190721;3575.23
20190722;3523.63
20190723;3421.26
20190724;3382.05
20190725;3506.97
20190726;3491.79
20190727;3321.94
20190728;3348.62
20190729;3351.47
20190730;3389.38
20190731;3431.26
20190801;3420.33
20190802;3439.08
20190803;3538.74
20190804;3532.36
20190805;3716.66
20190806;3623.27
20190807;3559.19
20190808;3539.96
20190809;3436.16
20190810;3368.5
20190811;3495.97
20190812;3458.34
20190813;3363.87
20190814;3228.94
20190815;3095.2
20190816;3117.44
20190817;3099.99
20190818;3236.83
20190819;3254.25
20190820;3228.79
20190821;3066.09
20190822;3143.04
20190823;3180
20190824;3106.06
20190825;3104.05
20190826;3133.2
20190827;3100.81
20190828;3063.69
20190829;2799.26
20190830;2826.9
20190831;2811.37
20190901;2803.74
20190902;2881.47
20190903;2991.11
20190904;2943.37
20190905;2900.16
20190906;2958.86
20190907;2956.66
20190908;2998.1
20190909;2963.91
20190910;2961.99
20190911;2878.53
20190912;2901.41
20190913;2913.96
20190914;2980.1
20190915;2978.13
20190916;2962.74
20190917;3136.88
20190918;3249.4
20190919;3197.84
20190920;3129.01
20190921;3129.42
20190922;3036.68
20190923;3025.05
20190924;2801.4
20190925;2474.2
20190926;2362.64
20190927;2422.08
20190928;2466.54
20190929;2427.52
20190930;2545.88
20191001;2549.29
20191002;2519.62
20191003;2494.29
20191004;2539.11
20191005;2263.19
20191006;2241.71
20191007;2347.53
20191008;2318.13
20191009;2422.89
20191010;2376.2
20191011;2334.02
20191012;2340.66
20191013;2386.89
20191014;2378.88
20191015;2333.65
20191016;2263.69
20191017;2337.9
20191018;2285.05
20191019;2301.4
20191020;2333.6
20191021;2349.85
20191022;2372.2
20191023;2166.37
20191024;2232.63
20191025;2458.34
20191026;2494.08
20191027;2679.19
20191028;2632.85
20191029;2663.94
20191030;2578.21
20191031;2606.96
20191101;2601.23
20191102;2665.82
20191103;2610.15
20191104;2668.05
20191105;2732.39
20191106;2729.87
20191107;2675.68
20191108;2574.75
20191109;2594.96
20191110;2687.47
20191111;2633
20191112;2636.66
20191113;2655.2
20191114;2621.63
20191115;2547.15
20191116;2562.77
20191117;2576.83
20191118;2513.37
20191119;2390.28
20191120;2397.63
20191121;2225.26
20191122;2067.68
20191123;2156.69
20191124;2058.1
20191125;2105.48
20191126;2077.39
20191127;2149.29
20191128;2178.2
20191129;2218.13
20191130;2187.45
20191201;2136.5
20191202;2104.34
20191203;2102.59
20191204;2117.75
20191205;2058.21
20191206;2092.22
20191207;2118.52
20191208;2138.33
20191209;2101.15
20191210;2051.31
20191211;2050.36
20191212;2062.08
20191213;2093.29
20191214;2034.51
20191215;2061.9
20191216;2032.94
20191217;1871.22
20191218;1880.66
20191219;1904.61
20191220;1927.89
20191221;1912.56
20191222;1955.41
20191223;1978.67
20191224;1935.64
20191225;1881.4
20191226;1946.36
20191227;1921.3
20191228;1969.56
20191229;1995.09
20191230;1962.37
20191231;1949.34
20200101;1985.93
20200102;1901.82
20200103;1995.46
20200104;1991.7
20200105;2050.92
20200106;2111.83
20200107;2143.24
20200108;2122.24
20200109;2098.62
20200110;2201.96
20200111;2305.53
20200112;2273.81
20200113;2269.71
20200114;2653.18
20200115;2747.92
20200116;2691.07
20200117;2847.43
20200118;2792.78
20200119;2676.54
20200120;2774.43
20200121;2793.9
20200122;2797.01
20200123;2645.34
20200124;2641.25
20200125;2608.06
20200126;2690.54
20200127;2856.17
20200128;2836.01
20200129;2969.04
20200130;2998.98
20200131;2933.42
20200201;3009.39
20200202;3078.48
20200203;3047.71
20200204;3048.28
20200205;3234.08
20200206;3314.69
20200207;3351.33
20200208;3415.66
20200209;3499.55
20200210;3469.23
20200211;3603.85
20200212;3815.61
20200213;3787.74
20200214;3925.28
20200215;3648.26
20200216;3349.24
20200217;3515.04
20200218;3638.57
20200219;3704.15
20200220;3389.78
20200221;3509.65
20200222;3427.88
20200223;3532.24
20200224;3410.67
20200225;3188.48
20200226;2881.11
20200227;3062.58
20200228;2916.87
20200229;2910.1
20200301;2862.97
20200302;3050.11
20200303;2956.89
20200304;2967.06
20200305;3126.24
20200306;3105.15
20200307;3099
20200308;2713.98
20200309;2540.12
20200310;2592
20200311;2513.27
20200312;1856.21
20200313;1661.25
20200314;1729.97
20200315;1704.66
20200316;1560.21
20200317;1648.5
20200318;1619.05
20200319;1917.17
20200320;2012.96
20200321;1907.88
20200322;1847.88
20200323;1943.25
20200324;1990.89
20200325;1992.41
20200326;1991.39
20200327;2023.22
20200328;1904.92
20200329;1880.4
20200330;1957.44
20200331;1958.4
20200401;1902
20200402;2098.57
20200403;2059.07
20200404;2089.28
20200405;2076.74
20200406;2263.23
20200407;2359.2
20200408;2361.25
20200409;2375.76
20200410;2184.79
20200411;2181.26
20200412;2301.41
20200413;2167.24
20200414;2245.79
20200415;2176.69
20200416;2282.62
20200417;2298.23
20200418;2387.05
20200419;2360.15
20200420;2336.54
20200421;2248.89
20200422;2353.92
20200423;2462.44
20200424;2495.08
20200425;2528.92
20200426;2530.02
20200427;2510.98
20200428;2575.76
20200429;2775.92
20200430;2707.94
20200501;2737.78
20200502;2801.96
20200503;2737.17
20200504;2716.27
20200505;2711.54
20200506;2754.27
20200507;2741.34

20200508;2864.89
20200509;2862.64
20200510;2425.42
20200511;2478.14
20200512;2597.89
20200513;2642.03
20200514;2691.11
20200515;2674.16
20200516;2676.33
20200517;2746.65
20200518;2769.64
20200519;2782.43
20200520;2737.13
20200521;2625.39
20200522;2731.76
20200523;2696.68
20200524;2646.61
20200525;2633.88
20200526;2609.55
20200527;2689.25
20200528;2752.99
20200529;2792.5
20200530;2901.55
20200531;2935.83
20200601;2945.46
20200602;2904.76
20200603;2979
20200604;3019.65
20200605;3009.76
20200606;2983.61
20200607;2929.44
20200608;2994.63
20200609;2989.66
20200610;2988.68
20200611;2766.67
20200612;2846.7
20200613;2864.54
20200614;2823.64
20200615;2761.33
20200616;2816.91
20200617;2808.82
20200618;2812.48
20200619;2791.95
20200620;2755.33
20200621;2789.75
20200622;2880.59
20200623;2913.54
20200624;2809.15
20200625;2813.75
20200626;2765.5
20200627;2721.16
20200628;2716.19
20200629;2707.52
20200630;2730.86
20200701;2786.16
20200702;2709.25
20200703;2762.1
20200704;2760.72
20200705;2748.65
20200706;2911.44
20200707;2964.52
20200708;3098.61
20200709;3043.12
20200710;3031.8
20200711;3070.24
20200712;3084.09
20200713;3175.57
20200714;3115.89
20200715;3137.66
20200716;3078.89
20200717;3099.27
20200718;3100.5
20200719;3081.18
20200720;3086.93
20200721;3136.97
20200722;3124.48
20200723;3293.73
20200724;3247.94
20200725;3344.94
20200726;3411.05
20200727;3436.41
20200728;3593.78
20200729;3636.09
20200730;3625.16
20200731;3762.36
20200801;3892.73
20200802;3849.03
20200803;3927.45
20200804;3914.13
20200805;4016.98
20200806;4102.49
20200807;3996.49
20200808;4056.28
20200809;4108.22
20200810;4198.89
20200811;4041.73
20200812;4117.54
20200813;4164.07
20200814;4351.38
20200815;4459.79
20200816;4479.98
20200817;4623.56
20200818;4406.26
20200819;4251.21
20200820;4308.01
20200821;4150.76
20200822;4133.84
20200823;4148.25
20200824;4261.49
20200825;3983.21
20200826;4096.15
20200827;3919.81
20200828;4090.59
20200829;4169.03
20200830;4276.65
20200831;4289.43
20200901;4447.21
20200902;4107.43
20200903;3816.54
20200904;3709.43
20200905;3553.82
20200906;3591.22
20200907;3539.65
20200908;3566.95
20200909;3626.57
20200910;3672.32
20200911;3678.03
20200912;3725.8
20200913;3661.14
20200914;3829.6
20200915;3730.39
20200916;3719.28
20200917;3714.46
20200918;3737.91
20200919;3737.99
20200920;3603.06
20200921;3342.99
20200922;3394.14
20200923;3400.98
20200924;3457.26
20200925;3517.19
20200926;3586.9
20200927;3597.61
20200928;3678.3
20200929;3580.94
20200930;3648.42
20201001;3545.39
20201002;3488.41
20201003;3528.4
20201004;3527.15
20201005;3583.26
20201006;3568.94
20201007;3470.61
20201008;3576.01
20201009;3675.33
20201010;3746.93
20201011;3790.98
20201012;3868.89
20201013;3815.11
20201014;3750.98
20201015;3742.19
20201016;3665.26
20201017;3646.85
20201018;3707.59
20201019;3757.16
20201020;3660.51
20201021;3864.88
20201022;3986.52
20201023;3888.04
20201024;4008.16
20201025;3968.85
20201026;3840.66
20201027;4030.93
20201028;3836.31
20201029;3845.42
20201030;3731.59
20201031;3806.7
20201101;3795.25
20201102;3714.81
20201103;3626.48
20201104;3689.74
20201105;3876.46
20201106;4062.75
20201107;4091.37
20201108;4095.7
20201109;3995.28
20201110;4029.53
20201111;4149.94
20201112;4071.61
20201113;4188.4
20201114;4093.74
20201115;4115.65
20201116;4220.05
20201117;4431.85
20201118;4364.72
20201119;4475.63
20201120;4675.98
20201121;5000.15
20201122;5008.84
20201123;5254.26
20201124;5752.24
20201125;5707.4
20201126;4606.94
20201127;4773.06
20201128;5119.93
20201129;5146.44
20201130;5489.21
20201201;5354.72
20201202;5284.24
20201203;5463.75
20201204;5270.69
20201205;5277.32
20201206;5272.87
20201207;5315.19
20201208;5107.6
20201209;5015.83
20201210;4964.24
20201211;4845.11
20201212;4923.57
20201213;5232.58
20201214;5121.67
20201215;5189.6
20201216;5499.96
20201217;6020.94
20201218;5697.44
